sex year ahe98
1 1992 12.9991178512573
1 1992 11.6179618835449
1 1992 17.3772926330566
2 1992 10.0612659454346
1 1992 16.7566757202148
2 1992 9.21617126464844
2 1992 15.9587373733521
1 1992 27.3692359924316
1 1992 10.6391582489014
1 1992 6.98194789886475
2 1992 5.9206919670105
2 1992 14.0922203063965
1 1992 14.4938087463379
2 1992 16.9182262420654
1 1992 20.2197227478027
1 1992 9.79621028900146
2 1992 12.5116510391235
1 1992 16.7510890960693
1 1992 17.8737869262695
1 1992 15.6395635604858
2 1992 19.8597640991211
2 1992 7.26122617721558
2 1992 14.5484313964844
2 1992 15.8878107070923
1 1992 16.5970878601074
1 1992 26.0806465148926
1 1992 20.9768753051758
1 1992 26.8106803894043
1 1992 43.1949844360352
2 1992 21.7836780548096
1 1992 22.3422355651855
1 1992 14.2343082427979
2 1992 19.5494556427002
1 1992 20.9768753051758
2 1992 26.252124786377
1 1992 8.37833786010742
1 1992 25.1350116729736
1 1992 10.2215719223022
1 1992 20.1080093383789
1 1992 37.4232444763184
1 1992 13.9638957977295
1 1992 18.4323425292969
2 1992 7.81978178024292
2 1992 11.1711177825928
1 1992 20.6665668487549
1 1992 20.1080093383789
1 1992 18.5904140472412
2 1992 16.5970878601074
1 1992 12.2882289886475
1 1992 5.57662153244019
1 1992 10.1657161712646
1 1992 16.5933284759521
1 1992 12.2882289886475
1 1992 8.5645227432251
2 1992 12.8467845916748
2 1992 13.901834487915
1 1992 21.845739364624
1 1992 14.2990293502808
2 1992 8.37833786010742
2 1992 13.9638957977295
1 1992 41.8916893005371
2 1992 5.58555889129639
1 1992 16.0119342803955
1 1992 19.5494556427002
1 1992 18.9908981323242
1 1992 19.5494556427002
2 1992 15.0810079574585
2 1992 15.6395635604858
1 1992 9.30926418304443
1 1992 7.81978178024292
1 1992 16.5829029083252
2 1992 22.3422355651855
1 1992 12.0648059844971
2 1992 18.9908981323242
1 1992 21.8953876495361
1 1992 30.999849319458
2 1992 27.927791595459
2 1992 13.4053401947021
2 1992 8.13257312774658
1 1992 9.83058261871338
1 1992 15.742338180542
1 1992 33.5133514404297
2 1992 10.9680051803589
1 1992 16.5332527160645
1 1992 10.4263753890991
2 1992 14.8709907531738
2 1992 12.8467845916748
2 1992 13.9638957977295
1 1992 29.789644241333
1 1992 4.14927196502686
1 1992 16.7566757202148
2 1992 24.0179004669189
1 1992 8.93689346313477
1 1992 17.4269428253174
1 1992 34.7545852661133
2 1992 18.4323425292969
1 1992 28.1512145996094
2 1992 17.8737869262695
2 1992 11.1711177825928
1 1992 18.7674770355225
1 1992 18.8667755126953
1 1992 30.7826328277588
2 1992 16.7566757202148
1 1992 17.8737869262695
1 1992 48.0358009338379
2 1992 13.9638957977295
2 1992 12.9088459014893
1 1992 12.2882289886475
1 1992 16.7566757202148
2 1992 17.8737869262695
2 1992 17.3772926330566
2 1992 27.927791595459
1 1992 17.8737869262695
2 1992 13.4053401947021
1 1992 29.0449047088623
2 1992 12.4123516082764
2 1992 13.4053401947021
1 1992 17.8737869262695
1 1992 16.2488975524902
1 1992 13.9638957977295
2 1992 16.7566757202148
1 1992 14.0227308273315
2 1992 13.7777109146118
1 1992 20.1080093383789
