Year Quarter STIR LTIR
50	2	1.1	2.26
50	3	1.14	2.29
50	4	1.12	2.34
50	5	1.17	2.36
50	6	1.65	2.38
50	7	1.25	2.4
50	8	1.17	2.43
50	9	1.18	2.43
50	10	1.32	2.43
50	11	1.33	2.44
50	12	1.36	2.44
51	1	1.22	2.44
51	2	1.39	2.44
51	3	1.36	2.45
51	4	1.34	2.54
51	5	1.45	2.64
51	6	1.65	2.7
51	7	1.25	2.58
51	8	1.4	2.67
51	9	1.55	2.57
51	10	1.65	2.58
51	11	1.54	2.65
51	12	1.4	2.68
52	1	1.72	2.68
52	2	1.45	2.75
52	3	1.3	2.73
52	4	1.5	2.73
52	5	1.56	2.7
52	6	1.57	2.58
52	7	1.59	2.61
52	8	1.85	2.63
52	9	1.58	2.65
52	10	1.65	2.65
52	11	1.66	2.76
52	12	1.43	2.7
53	1	2.11	2.72
53	2	2	2.79
53	3	1.76	2.79
53	4	1.95	2.87
53	5	2.28	2.91
53	6	1.65	3.03
53	7	1.25	3.18
53	8	1.7	2.99
53	9	2.04	2.99
53	10	1.7	3
53	11	1.35	2.85
53	12	1.25	2.86
54	1	1.5	2.78
54	2	1.11	2.72
54	3	0.95	2.64
54	4	1	2.58
54	5	1.02	2.52
54	6	0.75	2.58
54	7	0.58	2.57
54	8	0.76	2.5
54	9	0.92	2.5
54	10	1.03	2.5
54	11	1	2.54
54	12	0.65	2.58
55	1	1.22	2.57
55	2	1.4	2.69
55	3	0.95	2.74
55	4	1.1	2.73
55	5	1.6	2.79
55	6	1.2	2.79
55	7	1.4	2.77
55	8	1.32	2.86
55	9	1.65	2.93
55	10	1.98	2.95
55	11	2.15	2.87
55	12	2.15	2.89
56	1	2.39	2.89
56	2	2.46	2.9
56	3	2.07	2.8
56	4	2.25	2.91
56	5	2.76	3.11
56	6	2.41	2.99
56	7	2.33	2.9
56	8	2.15	2.99
56	9	2.3	3.15
56	10	2.57	3.24
56	11	2.46	3.18
56	12	2.51	3.28
57	1	3.21	3.4
57	2	3.11	3.3
57	3	2.76	3.19
57	4	2.86	3.26
57	5	3.11	3.34
57	6	2.66	3.42
57	7	3.26	3.6
57	8	2.96	3.56
57	9	3.01	3.67
57	10	3.36	3.69
57	11	3.41	3.75
57	12	2.76	3.44
58	1	3.16	3.18
58	2	2.56	3.18
58	3	1.55	3.28
58	4	1.25	3.28
58	5	1.12	3.16
58	6	0.85	3.15
58	7	1	3.19
58	8	0.9	3.4
58	9	1.75	3.69
58	10	2.05	3.78
58	11	1.7	3.74
58	12	1.7	3.7
59	1	2.43	3.84
59	2	2.46	3.95
59	3	2.36	3.86
59	4	2.41	3.99
59	5	2.75	4.1
